time,B0001,B0002,B0003,B0004,B0005,B0006,B0007,B0008,B0009,B0010,B0011,B0012,B0013,B0014,B0015,B0016,B0017,B0018,B0019,B0020,B0021,B0022,B0023,B0024,B0025,B0026,B0027,B0028,B0029,B0030,B0031,B0032,B0033,B0034,B0035,B0036,B0037,B0038,B0039,B0040,B0041,B0042,B0043,B0044,B0045,B0046,B0047,B0048,B0049,B0050,B0051,B0052,B0053,B0054,B0055,B0056,B0057,B0058,B0059,B0060,B0061,B0062,B0063,B0064,B0065,B0066,B0067,B0068,B0069,B0070,B0071,B0072,B0073,B0074,B0075,B0076,B0077,B0078,B0079,B0080,B0081,B0082,B0083,B0084,B0085,B0086,B0087,B0088,B0089,B0090,B0091,B0092,B0093,B0094,B0095,B0096,B0097,B0098,B0099,B0100,B0101,B0102,B0103,B0104,B0105,B0106,B0107,B0108,B0109,B0110,B0111,B0112,B0113,B0114,B0115,B0116,B0117,B0118,B0119,B0120,B0121,B0122,B0123,B0124,B0125,B0126,B0127,B0128,B0129,B0130,B0131,B0132,B0133,B0134,B0135,B0136,B0137,B0138,B0139,B0140,B0141,B0142,B0143,B0144,B0145,B0146,B0147,B0148,B0149,B0150,B0151,B0152,B0153,B0154,B0155,B0156,B0157,B0158,B0159,B0160,B0161,B0162,B0163,B0164,B0166,B0167,B0168,B0169,B0170,B0171,B0172
2018-01-11,12715.769,6462.6763,110782.75,43997.113,183573.58,108354.914,60788.746,59709.13,94271.16,86412.164,63214.35,936702.1,164700.94,54830.17,17501.486,47787.633,136286.34,63235.707,105852.23,987333.25,57546.258,38276.52,19428.238,111308.336,57184.11,101563.664,20102.582,96798.61,72157.44,57602.93,14403.951,29694.086,45464.945,20193.111,59554.33,31797.775,30351.252,16836.182,8194.246,3299.2864,20944.635,15732.157,5256.9175,15907.499,17078.264,22009.498,14529.312,8319.115,64048.94,34870.496,13130.339,861798.0,59108.8,36552.863,37048.094,69997.21,56126.74,33267.87,137089.3,125763.85,66547.24,24871.426,30110.41,38931.293,8258.751,25928.018,88454.85,8008.261,167403.88,463730.03,22693.531,29133.36,20356.307,16344.022,13966.083,16531.889,12829.642,19264.65,33134.363,44786.445,56727.336,37899.15,14372.729,53839.688,76315.57,47198.734,20195.285,128891.45,32091.045,50583.13,20892.09,40252.324,17651.232,17515.383,55669.164,61032.207,72736.42,68328.31,137581.98,24914.898,47612.08,9597.321,13002.402,16769.453,5788.242,5071.076,13966.083,17924.715,8739.451,9685.606,11522.824,12690.254,23161.842,17969.773,21753.266,39679.047,19852.93,154536.81,36483.418,21863.717,37581.605,91005.44,60843.695,206238.02,79384.99,26306.574,4379.796,22031.242,18816.559,51254.87,472435.3,6288.2466,43164.15,7894.287,11061.5625,10760.624,7028.9316,3850.5193,13714.088,3637.9446,9499.516,83260.73,31541.457,9263.709,3556.6606,21802.588,24179.096,15287.453,323219.7,70329.54,208381.66,46739.25,21179.62,30371.838,8727.233,16139.386,23725.658,50211.87,11352.269,7367.355,2443.6318,7106.8096,7493.736,2528.8118,3223.8318,302909.62,93830.94,148565.73,215620.14,120776.83,97010.875
2018-01-12,10925.142,7344.172,76814.57,47564.566,212765.45,113533.12,62680.312,55824.035,115835.23,87022.47,40422.47,1025197.7,168276.67,59141.383,19483.09,33234.1,162790.23,87539.96,116367.91,1039518.3,62690.883,42453.91,23374.504,76510.945,72103.36,123063.39,23028.936,110778.766,87991.39,63156.96,16725.508,31986.041,54675.273,23333.395,83502.04,32764.967,32762.518,15539.138,10570.941,6641.273,27438.326,19055.06,6085.1606,17166.18,16517.277,25412.152,16303.866,10762.226,52219.43,37292.477,14782.287,942000.44,83722.92,35094.246,36020.01,77197.695,59975.992,36455.797,145651.44,93857.266,59126.28,21966.95,35245.27,23983.984,15426.716,25692.842,105000.67,9703.307,123192.734,449148.94,23372.203,30417.2,22476.691,17368.062,15972.994,17514.553,14933.99,21747.863,22299.941,53661.348,65900.914,25847.604,14823.598,58811.863,72418.64,53552.445,26061.004,121865.46,41343.01,56005.76,24187.219,45148.473,20287.025,13741.755,59977.344,64754.426,43490.406,74862.89,188996.17,28634.002,51773.664,12638.976,13913.959,17763.02,6434.912,7236.9927,16930.941,20744.129,9209.898,10168.263,11949.425,13141.123,23170.35,23500.607,22217.828,45704.324,22571.504,184932.19,30269.396,24220.758,45451.223,111637.66,75426.4,245822.31,109545.85,18172.777,5014.9014,25948.441,23244.006,37349.633,476492.0,7355.781,48145.76,7869.194,9328.479,13938.558,7950.44,4475.409,12350.916,4474.0957,11104.111,99774.836,54080.402,12012.517,4248.0884,14521.813,24017.896,16692.18,261255.22,82015.195,237808.5,52741.676,60545.754,38611.13,10477.774,12704.167,17718.72,48540.004,26802.373,7654.7993,2938.1848,9838.537,10054.395,3023.3652,3831.4167,273961.22,112016.8,174634.98,318742.88,113304.22,93479.79
2018-01-13,13696.945,9084.147,95983.305,59694.32,230997.72,117857.1,136104.3,69017.055,145660.95,85458.31,39249.875,1575507.1,250256.2,127685.69,26702.94,63225.758,200680.9,157069.72,150176.08,1046148.5,72539.76,52967.953,28188.396,87822.45,85429.375,154623.0,28880.973,126277.766,118639.29,86465.8,20490.438,37699.223,65662.01,30755.453,116605.83,40386.004,39613.63,22296.293,10661.624,5550.93,31725.768,22072.0,11971.166,22213.807,21789.537,31621.582,18558.475,10842.367,77841.984,51422.707,19650.8,1011651.9,81996.57,57086.434,41801.73,100919.47,74727.516,59752.156,199389.39,175830.03,86807.555,42336.82,43195.73,38900.562,23202.105,36163.0,137092.8,12233.249,147823.47,527605.3,31107.441,41238.46,30984.7,24776.162,19424.64,22786.361,21531.232,29419.08,54627.992,65706.48,97475.24,37659.74,18076.504,75842.34,115116.234,65788.12,31642.422,240592.36,74944.44,76471.17,36783.3,74954.81,26352.617,31792.887,92770.63,91734.195,102951.234,96218.17,201273.3,32281.691,71851.95,18403.664,22265.549,22561.014,11137.316,7361.643,20655.807,26444.48,10678.897,11352.223,20050.266,15728.027,24961.607,25721.986,35247.816,84784.58,30594.484,174826.94,57479.016,56256.484,75871.57,155652.8,84092.36,277628.88,191591.39,32672.643,5650.8843,37551.1,34783.54,53179.56,474188.4,7609.7847,68948.63,8942.219,9993.3125,29300.078,8589.355,5322.2,25281.883,5329.5864,13701.443,127348.484,46443.504,15900.197,12387.998,21638.713,25521.742,21260.752,125416.586,107198.32,329636.97,52663.996,37031.51,44094.016,16021.865,23003.377,51829.87,85093.336,25708.553,9552.078,3754.4426,27553.27,17623.705,9597.74,4936.1826,467774.16,148811.23,232754.27,307389.0,144207.38,84726.57
2018-01-14,12881.605,8525.489,99592.51,59719.324,224914.42,118877.52,124829.13,74333.43,110972.766,85159.516,126812.06,1125199.4,237946.53,107807.19,27043.533,67305.07,160302.48,128564.695,142717.17,1067331.6,67938.51,48849.66,28278.447,85816.195,78569.13,149712.62,28437.787,124096.4,107900.9,80956.93,24293.98,35445.793,59310.562,30541.705,117573.26,41160.97,37562.12,22796.291,10150.398,5187.4585,29294.36,23067.078,13382.4,21935.205,24021.342,29946.246,19924.336,10289.215,73993.984,48737.78,18877.213,1495904.1,87885.016,57807.703,65064.84,121468.94,72034.26,49764.273,183611.98,181598.58,99608.66,35899.85,37291.355,33254.285,22347.305,32533.033,87256.28,11153.276,168271.77,545593.4,32741.154,38572.89,32428.703,26868.094,23611.02,22409.482,16369.121,32105.781,61959.94,66138.555,79826.04,38317.082,18997.018,84751.47,95432.12,81620.51,32486.756,204824.05,69354.96,76232.21,36274.867,73242.53,26348.633,32498.863,70505.39,99594.016,100976.19,86952.16,236117.77,33726.246,64150.01,24244.854,20701.828,28052.42,9127.045,6500.258,19646.396,28361.375,10594.744,10432.344,17569.11,16085.092,24845.61,18963.68,33546.094,81243.58,31981.273,271535.94,65875.31,52458.703,63755.33,136494.77,101415.18,268201.3,111774.336,38605.453,5612.904,44450.355,38803.484,50323.223,471619.8,7896.117,60541.03,8285.084,10056.58,31805.125,8325.521,5201.44,24802.748,6627.603,12796.73,112064.25,57796.188,13858.23,14087.957,21840.715,16948.852,17886.756,351118.12,97459.305,303880.4,88362.03,30561.592,41778.938,11045.844,18677.568,46111.004,70434.21,17134.695,11405.047,14120.563,28393.662,12909.613,7289.099,15302.302,460332.12,127070.41,193688.56,305178.94,187647.1,95081.02
2018-01-15,8047.913,5487.907,73356.086,121369.664,179557.75,104467.9,64981.39,58782.688,80873.61,80497.664,70326.82,770595.2,146085.38,58004.426,17342.332,45474.17,120165.41,55048.49,93863.0,904498.9,52333.15,34538.72,18631.914,74897.62,54768.11,110315.65,17911.498,85337.49,67949.01,58355.766,14157.034,28052.639,42156.0,19370.656,71983.805,30474.42,29441.062,14715.176,7709.689,1980.6888,20968.014,15232.322,4830.1807,14836.384,17572.047,20849.043,13327.149,8161.7944,56103.734,32430.18,12768.921,1478606.9,63487.117,49370.21,42191.24,108205.664,61337.918,31199.012,131909.97,116245.34,61546.848,18782.59,23199.664,28636.26,8911.056,25825.434,106750.625,8089.895,137837.42,493832.16,23701.727,27267.436,20093.16,23725.844,14086.902,15472.087,11587.266,22126.908,30930.615,46758.7,60072.984,26194.287,14158.464,53779.445,57663.875,47603.08,18794.385,87418.45,32024.305,52763.55,21689.889,37478.727,17282.074,10575.051,46237.797,58412.453,67257.16,89385.76,106865.9,22664.703,47269.91,10360.122,11983.985,15623.55,5566.4946,8363.421,16139.702,17212.041,9872.634,8255.331,11727.122,12040.761,22753.19,19165.193,23600.83,40428.973,20032.785,269865.53,27947.264,20578.85,37166.06,82597.016,54471.445,183261.97,58703.895,15039.2,3309.2715,19588.096,19448.512,36985.77,469007.4,6626.0967,38965.895,5967.8667,7587.492,10936.062,6022.9604,2825.6208,12541.757,2636.3005,8383.765,68044.02,25290.283,8166.6216,2914.6672,22725.43,20036.207,13941.069,107157.15,60890.234,185234.89,47226.87,18516.973,36053.555,7305.6743,18176.486,22782.473,40248.5,17179.947,8661.11,1327.8806,8199.464,5574.102,0.0,2108.082,245860.94,74601.336,146721.7,159651.53,81449.56,119484.65
2018-01-16,8768.605,5352.574,76773.17,56116.723,185747.02,108641.734,77251.01,60455.84,91611.8,79473.305,37184.812,920225.5,160154.72,57190.156,17302.633,44879.816,132630.06,58491.445,110294.91,970581.0,56134.867,34201.535,18952.104,86026.55,59687.125,104215.93,18889.379,90593.93,68740.5,63915.496,14669.297,28318.66,42811.164,19049.918,61112.99,31393.145,28401.86,16540.082,7923.787,2055.585,20662.363,15264.615,4702.234,15695.536,17583.291,19851.379,13856.796,8297.432,53159.547,33591.41,10252.803,1479586.8,54105.42,37311.543,27769.924,97343.836,54977.633,29403.512,127171.11,119946.88,55317.703,20834.832,31968.473,19783.195,8783.105,25127.113,105442.76,7802.9663,134375.17,457374.06,27149.17,29305.633,19887.207,22709.643,14416.118,16047.031,11787.486,19172.389,32436.738,34639.473,57409.867,36060.793,14030.515,52944.285,53180.383,49392.29,20433.557,113136.65,26705.273,51738.324,21548.771,35281.875,17029.736,12651.939,54057.316,56541.035,62345.15,71384.2,173846.89,28656.764,45723.047,10761.405,11218.536,14879.792,6069.567,6952.3267,16275.331,17701.277,10008.265,7503.1924,11304.478,12176.392,22888.82,21809.73,22719.156,39563.74,19677.283,226890.86,25674.11,22464.047,35761.58,84098.7,40620.52,190302.8,51538.85,15835.041,1178.0459,21976.63,18462.857,48277.574,472482.9,5807.055,41759.043,6488.9067,7459.5444,11095.494,5560.313,2748.8464,12572.664,2657.8242,9404.971,75825.41,24969.338,9204.602,2960.738,47725.105,21473.748,9397.622,128025.43,74888.87,184638.0,39250.582,20141.768,40572.23,8436.57,6384.364,22461.182,38626.137,28263.916,8533.16,1276.7671,8986.049,5569.804,0.0,2056.9685,248180.78,85958.125,152633.28,200372.73,66286.54,126881.516
2018-01-17,10842.571,5793.0806,79777.16,56615.47,189892.39,108229.414,70900.055,58166.113,92127.78,83784.72,26426.08,731080.3,148687.66,65194.633,16906.703,45274.36,129977.24,75421.75,106331.6,956612.6,56880.363,33888.98,19177.557,90373.12,60942.742,113916.63,19014.55,91980.21,78292.89,60756.508,14765.877,29354.324,43250.973,20147.615,65409.855,31691.162,29285.814,15220.774,8021.707,2192.1506,21700.08,15467.8955,4838.7983,13508.493,15004.081,21849.936,15014.772,8244.021,54006.28,34035.17,12309.82,1480689.6,64122.145,34452.85,48015.293,101017.84,59409.45,30458.467,107845.12,114030.51,51051.96,19866.625,24092.078,23610.35,8637.408,26110.098,101908.31,8259.229,126163.91,450479.25,23981.375,28156.584,20116.654,22622.459,13960.873,17054.242,11734.076,20651.18,29392.572,45995.566,59391.42,29087.91,14167.08,56304.547,67478.93,52204.06,20089.031,118895.46,31447.268,47698.92,21593.133,39124.34,16875.99,9899.985,51081.887,66324.56,61434.92,76358.25,169966.03,24162.018,46632.39,8824.524,12302.801,15869.428,5675.667,9477.703,13640.298,17837.846,7587.5327,7844.179,13106.155,12149.93,22862.36,20770.621,23116.518,38938.73,19583.102,196137.67,32377.705,24108.766,38044.55,89215.23,55987.74,193628.42,54903.58,15198.046,3541.6392,22173.434,20434.576,46556.79,472471.56,6409.9746,37447.7,5929.046,7596.1094,11350.654,5536.5186,2871.4146,12709.23,4245.8057,9792.797,75902.41,27876.555,8667.674,2875.8267,1826.1224,19541.395,15244.689,302222.66,77372.74,188767.83,38198.688,21395.47,37314.09,9593.767,10795.269,24723.145,44456.957,5781.298,8439.787,156.21594,6458.796,6830.18,1151.7997,936.41705,281467.78,94476.53,152065.48,218058.47,130413.55,202831.14
2018-01-18,10632.3125,6822.507,107225.0,58257.74,186898.17,209509.84,78214.65,59256.105,93796.17,83602.95,55541.254,761414.5,135035.47,57634.953,17941.414,41265.36,139306.89,62913.496,105143.695,916092.1,58669.844,34574.05,19428.238,114715.41,59118.367,108218.97,19705.016,96793.12,78105.26,55596.957,14949.553,29624.152,44971.76,19941.451,57371.016,32111.674,29463.475,16078.741,8194.246,6146.722,23177.725,14983.927,5917.897,15373.766,21244.723,21523.92,14609.897,8704.523,57798.074,34274.58,13195.828,1478769.6,63573.918,35784.37,51818.824,78892.016,55802.496,27437.535,127825.336,111386.22,53811.53,23988.686,26752.188,47919.117,8258.751,19793.68,98835.58,8008.261,175230.28,449607.53,17596.209,27467.121,20350.031,23632.264,17255.453,17510.693,11462.647,21080.914,30693.334,44175.008,54212.47,36117.29,15274.215,48609.742,73091.75,44892.184,20873.43,123958.195,32614.11,52249.438,22188.27,45702.91,17466.44,16577.111,51159.773,67894.27,53723.215,65912.85,156923.61,23963.076,48104.39,9831.407,12247.055,16014.104,6683.3784,6681.2437,17255.453,17777.414,8501.446,8692.826,11604.621,13591.74,23771.607,15501.697,24383.496,39756.844,20492.773,219480.48,30766.992,22880.576,36859.3,95433.445,65367.992,201680.39,53761.973,10467.979,4553.816,25847.162,20369.05,60008.246,472435.3,7517.108,48924.81,5043.6265,8928.17,10534.157,6299.0703,3637.9446,28043.312,3805.6907,9499.516,81903.76,26001.562,9347.645,4271.3545,14145.366,21737.754,15404.902,102423.125,71310.74,201496.69,46280.54,27679.824,44834.777,8181.0957,15986.409,23835.22,48698.64,22214.26,9776.861,2443.6318,9206.358,7879.144,2746.8406,3223.8318,349141.66,93810.164,154474.55,224392.36,139552.05,159741.84
2018-01-19,4761.998,7842.686,76632.445,52370.29,209267.23,218195.7,77118.984,62876.605,127026.41,83464.72,40216.617,1212156.1,222220.8,58415.617,21744.178,56095.348,156973.19,69887.53,113704.16,1039518.3,62509.05,41632.715,23374.504,82699.05,77088.05,123665.39,23028.936,109388.27,90177.46,66319.93,17639.67,32626.182,52422.008,21855.32,36552.945,32991.258,31699.348,16927.027,10757.534,3793.8364,30251.82,18035.922,6746.141,17399.586,17250.852,24553.662,17097.986,10762.226,62927.414,37363.305,15241.502,1482266.1,83150.555,37712.71,44414.16,112822.37,52864.97,28161.438,133625.8,125254.84,60844.54,21501.174,30333.342,19737.656,15902.556,26143.9,80529.33,11142.628,118743.62,435026.44,26179.025,29792.547,22570.639,24347.125,16314.844,18409.05,12957.749,24379.807,35525.0,40048.22,66666.484,30914.75,15725.084,64047.586,71638.195,63289.047,23483.656,154699.25,36134.258,64506.902,25126.373,45805.406,19442.414,12577.718,55855.97,77081.7,62144.258,74691.15,215365.8,27238.02,58373.902,13175.697,820.5447,18645.63,7231.584,6631.8203,16334.872,17463.441,10153.326,10221.476,13758.186,14042.609,23780.115,23185.861,23158.26,42504.0,21949.904,172692.72,40053.332,27559.535,47437.195,121665.41,43280.55,233037.73,72986.52,18334.174,5288.573,23622.188,22950.229,40646.195,476992.62,8584.645,47234.496,7488.2383,10370.283,14052.749,7745.721,4475.409,29484.646,4474.0957,11694.657,106889.836,40943.047,8552.286,5670.115,6826.139,21552.193,12785.006,65497.65,84507.305,233051.67,52741.676,18879.656,45451.27,10035.562,13525.866,25369.854,47471.86,26802.373,10064.303,2938.1848,14432.99,10071.073,3023.3652,3831.4167,389766.75,107508.51,186639.92,258917.44,125735.37,109354.75
2018-01-20,18533.506,9168.509,95983.305,62509.16,229048.31,175874.22,131308.66,71227.89,147258.6,86055.91,60890.668,1772541.0,237216.73,118725.71,26324.465,73688.38,194192.95,162675.19,158253.11,1046148.5,72460.17,53436.832,31182.436,87822.45,76903.88,151289.77,29272.002,134828.9,118871.5,86936.54,23457.338,39746.47,66709.01,30914.28,112282.375,45588.29,38037.82,22923.457,11864.222,5550.93,31257.814,22072.0,12632.145,21635.12,18448.16,31291.416,20220.95,10874.393,86957.73,50009.434,18472.152,1495702.0,73316.33,49045.89,46709.504,100163.57,81238.19,57257.12,154299.61,204851.28,87582.17,41919.848,43195.73,41919.723,23202.105,37058.86,133653.12,11565.05,137735.64,501808.0,25656.975,38172.758,31086.938,25406.559,21304.611,22786.361,14079.357,29504.752,58577.207,63804.69,62606.715,41536.035,19273.229,75797.28,102930.84,82328.99,31897.447,182430.31,70506.24,78934.66,36704.59,80306.89,26509.584,31371.994,81273.305,92023.77,95523.555,105858.87,244557.47,33780.07,72429.53,23320.84,24331.701,28995.959,11522.6,7808.4277,20826.904,27942.775,9966.389,10123.664,20299.07,16034.203,24961.607,26686.395,34198.85,83128.45,31228.781,62802.445,65931.94,59626.67,62616.445,140451.2,97046.02,287704.12,160051.77,30308.285,7249.4307,44728.156,80555.16,61932.914,478024.44,8737.115,67615.56,8704.957,10297.344,31581.889,9171.271,6275.167,56104.21,5656.9,14320.745,126489.99,58473.457,16049.741,11627.572,15451.805,33064.19,19205.104,183894.1,110849.02,329493.78,52663.996,32627.305,53494.562,16149.543,23862.174,53585.37,78639.46,23513.805,11961.572,3754.4426,27534.967,16922.91,9597.74,4936.1826,459865.56,138397.06,229305.0,480816.62,238870.64,120793.33
2018-01-21,13175.83,8570.712,99410.38,60621.23,207969.67,126372.48,123268.51,72590.18,125052.42,85159.516,49680.844,921091.25,240250.6,113383.35,25374.484,68154.23,155887.23,136413.11,157129.0,1067331.6,66398.664,48849.66,28841.45,85816.195,79155.836,143602.61,26971.863,104079.06,112623.67,79671.555,23205.941,37264.754,57295.16,30608.684,127104.43,41688.703,37289.703,22163.55,10150.398,5187.4585,29294.36,22398.877,13382.4,22668.379,22733.258,29294.36,20592.537,10078.9,81917.78,49417.164,19322.246,1495904.1,78302.65,52754.625,20101.205,102724.54,81456.555,52991.22,159753.56,190081.84,75613.14,35482.88,37291.355,52064.29,22347.305,34089.547,105144.055,10853.187,128347.37,481167.06,35352.504,38646.54,30968.248,27083.105,24259.824,23595.705,16926.41,28630.994,68141.52,65555.74,80221.86,41058.465,19481.355,84065.75,93568.01,76093.71,35712.71,188849.58,70398.42,77263.195,36169.83,70512.05,26833.615,28944.502,79561.71,100233.555,84053.555,113469.9,277682.6,33045.566,67651.36,24445.271,16995.162,26045.104,9301.064,9910.047,19787.828,28585.387,12983.324,10073.67,17775.291,16857.508,24845.61,25909.053,32089.176,80870.484,31784.637,91846.45,73169.586,54831.367,63081.12,131774.56,81989.79,295153.3,110694.63,38802.797,5808.5913,46033.34,39083.6,50323.223,476978.5,9854.158,60960.273,8330.309,10293.842,31034.145,8522.324,5047.8433,34524.242,4738.048,12624.904,101893.64,55463.992,14441.057,14008.5625,2118.3633,25048.896,22664.975,343323.88,101604.54,320885.94,88362.03,30759.66,46855.793,12467.976,15301.9,48913.1,71307.38,19162.584,11405.047,14120.563,27918.17,13431.359,7289.099,15302.302,450598.97,123879.09,244934.5,403305.56,236540.22,185298.34
2018-01-22,2562.734,5532.735,73356.086,46941.797,183453.6,262323.66,69159.61,56831.062,80171.92,81846.734,77368.88,695569.94,147964.94,54741.74,16617.62,47446.273,124440.984,67602.76,103751.7,904498.9,51537.863,34183.984,17757.057,70155.19,62057.934,109512.21,18310.111,83461.164,69232.61,58375.66,14463.952,29606.322,40419.777,19399.639,58596.098,30823.143,29441.062,14715.176,7682.7427,1980.6888,20567.314,14512.528,4866.3433,15462.449,15242.331,20567.314,13172.853,8262.333,68444.59,33172.633,12277.4,1478606.9,58263.1,35261.83,42331.832,72247.79,56469.69,33524.227,136318.02,117111.85,53622.83,17899.85,23139.883,25888.793,8911.056,26142.756,120418.94,8564.731,98589.414,460275.56,24224.82,27622.453,21743.844,23356.033,14510.18,15813.408,11678.149,20825.104,33121.477,39264.125,54846.703,33380.086,13446.077,51031.984,61471.14,61729.203,23881.943,88076.195,34360.508,50816.797,20120.67,47570.8,17157.69,9411.02,49173.36,57648.26,55046.406,61438.305,314553.06,24272.066,47261.906,10694.821,11908.388,15860.81,5947.446,7867.498,13671.667,17079.693,8788.564,7413.815,11214.069,12360.88,22753.19,19899.342,22405.348,38756.01,19380.256,205432.33,33326.31,21056.023,39264.324,82869.07,84607.3,189137.84,58094.785,15537.975,1305.9952,22694.697,21880.81,33689.2,474366.1,7889.121,39796.93,6194.0996,8339.22,12176.488,5785.6978,3861.7537,22956.982,2522.1921,9532.921,69456.75,27564.703,8682.165,2197.776,38347.484,18961.492,17040.615,321264.38,63583.844,175725.22,47226.87,28170.562,41943.785,7073.9175,11563.299,24080.21,41756.008,3390.5867,8762.64,1327.8806,6758.2515,6779.652,0.0,2108.082,268283.8,75299.945,150248.77,250111.48,101947.63,127770.28
2018-01-23,7284.595,5681.6777,81280.73,58521.016,184265.3,264813.28,68897.29,62178.645,89435.64,81363.625,79137.93,654129.06,161083.28,58023.94,17098.207,49587.48,137940.67,64357.773,109577.62,970581.0,53153.273,32488.48,19237.625,87216.414,54671.465,107944.72,17956.174,110178.914,77856.76,53997.902,13738.974,30217.732,42537.125,19209.824,71522.52,31008.326,28600.004,15247.235,8021.224,2055.585,20523.2,15078.022,4738.3965,15554.743,15055.229,20938.9,14277.5205,8297.432,54358.266,34939.426,12218.4795,1479586.8,47459.637,33630.953,27769.924,80444.11,53680.23,36323.582,124210.586,106128.94,52438.473,19385.914,31968.473,25469.297,8783.105,26920.955,86746.836,7801.256,115216.75,445413.25,24223.977,20696.432,20420.99,23228.082,16924.139,13784.301,12382.2,17977.332,30071.13,38539.86,52892.11,34530.887,13318.128,52977.562,48438.043,49003.527,22066.617,127024.914,34688.227,51644.562,21309.244,36888.05,19833.396,11487.914,47934.586,59096.85,61277.742,63366.1,129231.44,27604.633,46769.875,10204.039,11218.536,15477.644,6069.567,6153.246,16275.331,17506.934,10008.265,7646.8887,11771.3125,12496.511,22888.82,20575.805,21789.465,38153.24,19984.623,226808.97,35171.203,21453.5,36128.707,85172.24,51086.992,185942.06,63998.246,15116.594,1178.0459,22194.096,18672.56,48277.574,477841.6,7070.0796,41219.86,5860.958,7556.9814,10740.178,6225.4443,3610.7905,24100.014,2770.7458,9532.647,76007.516,27689.281,8882.092,2061.0405,31084.52,22479.555,14885.824,17754.465,68548.32,179855.95,39250.582,18315.69,40756.438,8394.986,6384.364,22075.36,42128.816,27878.455,8634.688,1276.7671,9487.695,6827.3525,0.0,2056.9685,277245.28,93207.586,142987.73,265418.38,86094.26,113955.65
2018-01-24,12208.262,6306.681,66806.73,60757.574,234614.38,280605.7,70911.33,61101.57,95595.65,87002.84,60338.867,720856.94,164033.36,45789.3,17413.754,48885.496,137946.89,56072.14,119129.695,956612.6,55448.637,37498.55,19177.557,85464.08,59606.6,111940.8,18389.47,94352.0,74819.7,63287.035,14415.398,30908.008,43250.973,19346.393,67302.2,29941.219,29463.527,15987.101,8562.457,2192.1506,20933.752,14693.979,4874.961,15422.303,15607.318,21473.613,14437.362,8847.029,58123.86,33676.31,12864.45,1480689.6,64047.54,36014.508,39387.965,93639.58,55909.652,36803.098,107971.1,115515.71,55960.19,32450.365,24092.078,21358.826,8637.408,24343.736,82140.65,8685.966,120345.19,453080.94,27119.463,26941.38,20250.242,22294.531,16797.121,17054.242,10180.566,19783.29,33041.41,38063.184,62153.836,30655.566,15115.963,40588.46,73281.38,40969.402,25799.402,124046.81,32349.344,52941.44,21181.373,45591.105,18486.092,9690.284,47692.473,63017.277,61421.285,70818.836,69962.69,19686.904,47679.22,10693.635,12432.8125,16338.144,5561.559,5892.1323,14389.307,17374.008,9981.805,7857.69,11981.036,12470.049,22862.36,21078.016,22044.137,38300.03,19701.496,196921.31,32302.041,22896.523,37252.46,85889.63,61683.32,193331.39,47950.63,15717.481,3060.0903,22412.348,18239.514,46556.79,477830.25,7206.6455,42166.46,6073.921,7930.809,10922.726,6031.5776,4079.3914,25767.893,3016.6436,9620.973,74422.18,27858.41,9706.916,2115.438,0.0,20923.264,13327.572,321685.5,69971.78,185385.45,38198.688,27460.121,24011.605,8601.982,7857.503,27473.906,46165.598,17789.652,8541.314,156.21594,9033.315,8513.374,1151.7997,936.41705,305162.12,105148.375,165245.98,224762.6,104572.09,163901.23
2018-01-25,13952.614,5859.665,107225.0,49645.406,185076.61,277276.44,70627.234,62416.543,97627.336,83674.73,71165.11,671890.3,165805.39,50913.367,16753.254,51086.13,136231.95,66073.266,111433.73,998628.5,57546.258,37410.74,19561.826,114715.41,57381.008,111788.805,19353.326,103752.984,77077.336,62258.375,14340.479,31177.836,45965.973,21084.613,61083.996,29335.178,30098.623,15206.407,8194.246,6146.722,22963.43,14983.927,5917.897,16073.601,15903.715,21735.768,14520.485,8648.219,59385.9,35421.53,13190.235,1478769.6,62815.375,24193.473,34412.027,69997.21,56502.535,30335.402,129250.016,139255.08,48955.86,38021.37,25198.492,47919.117,8258.751,25239.71,87075.28,8008.261,176283.14,452987.66,28726.986,27946.105,20356.307,23304.332,15073.9375,16746.164,11906.611,21447.521,33152.91,41991.97,60690.984,34310.934,16223.1,75628.766,70463.5,41486.332,22358.543,144119.17,35988.715,56372.01,24019.682,56045.285,19048.084,16367.408,50764.363,57455.64,64370.445,69968.73,115385.32,26036.176,47932.04,9714.523,12040.873,16740.096,6683.3784,6681.2437,16035.465,17439.426,8694.654,7947.5874,11398.439,13442.049,23771.607,21471.445,22018.465,39492.293,20904.445,220900.97,30252.432,23548.385,39857.086,100672.14,72873.87,205721.0,67203.12,16785.518,2421.7473,32180.418,20202.416,60008.246,477794.0,8313.781,41216.28,6347.0093,7993.5854,10458.768,6067.4033,4705.0186,26489.629,3850.5193,9499.516,83260.73,28369.414,9251.52,3516.7534,14771.745,20613.686,15172.36,381260.75,72398.72,202946.92,45233.71,48938.34,31363.637,7990.0015,15986.409,27780.467,46657.54,21330.025,9878.391,2443.6318,8864.938,8706.673,2746.8406,3223.8318,311884.03,112094.8,140571.19,242478.33,101212.836,148545.53
